Item_Weight,Item_Visibility,Item_Outlet_Sales
6.765,0.087753682,2090.612
13.1,0.037657459,2801.6864
,0.041091215,3364.9532
6.155,0.095195306,2343.616
10.65,0.048686689,1808.9786
,0.117091213,992.042
20.25,0.022940826,5768.4912
20.5,0.119339241,970.7364
11.8,0.014075334,3568.688
15,0.046336634,3533.4006
13.15,0.036641589,6157.3184
15.5,0.101176316,4729.8432
,0.035737373,9371.8008
11.6,0.079376029,1949.4624
14.35,0.091054989,4633.968
13.15,0.043852434,4211.185
10.895,0.009620042,1970.768
10.1,0.054939848,3372.9428
18.7,0.014675574,934.7832
12.15,0.14526636,3375.606
10.195,0.146662938,2388.2246
8.575,0.071786706,780.3176
16.5,0.133424184,102.5332
9.065,0.115799592,1713.7692
16.6,0.027579198,1605.9096
11.6,0.241055611,717.0666
19.5,0.014332439,1381.535
16.6,0.027133398,215.7192
11.85,0.132876847,1076.5986
12.85,0.03315162,2931.5174
9,0.019536981,4211.185
5.655,0.085258864,1830.95
8.93,0.013179388,939.4438
15.2,0.033592687,1856.2504
7.655,0.05346916,115.8492
,0.126831854,4613.994
15.5,0.103603094,1431.47
18.7,0.104840884,490.0288
9.5,0.042056944,366.19
13.65,0.040049609,611.2044
19.5,0.03075661,2163.85
8.71,0,575.2512
,0.03941584,498.0184
19.6,0.024363939,661.8052
,0.131443921,5294.4416
11.8,0.058725131,1208.427
6.715,0.122274118,838.908
19.1,0.067239404,660.4736
20.7,0.021464454,3928.22
10.195,0.112681821,452.744
20.2,0.039469737,782.315
10.8,0.061101383,2580.6408
19.75,0.014359584,1537.998
19.35,0.016637301,1687.1372
7.405,0.159843921,3115.944
15.25,0.061308889,2348.9424
,0.055566935,262.991
8.895,0.026397141,3542.7218
18.75,0.034307348,4701.8796
20.1,0.074627201,1768.3648
12.35,0.041973712,519.324
16.85,0.080015028,1677.816
18.25,0.10084386,164.4526
17,0.055519561,1108.557
,0.012203915,4350.3372
14.3,0.130946374,1312.9576
17.6,0.041381156,659.142
,0.04586701,910.8144
20.25,0.036474041,2409.5302
18,0.039231652,2648.5524
16.35,0.013393537,1065.28
14,0.031444357,798.96
5.78,0.014555066,3062.0142
21,0.082526478,774.9912
13.65,0.080765853,4958.8784
12.3,0.17797002,697.7584
12.35,0.03382933,2768.3964
11.8,0.11397026,2591.2936
19.7,0.038729457,755.0172
10.1,0.032075379,354.2056
,0.196490902,479.376
17.85,0.146305498,1607.2412
20.7,0.026877471,1053.2956
8.89,0.005474515,1922.8304
14.5,0.064048405,1677.1502
9,0.032203667,1113.2176
13.35,0.017857847,1518.024
6.675,0.041921462,2406.2012
10.3,0.024875871,2069.3064
,0.028139761,3621.2862
17.1,0.073997843,4969.5312
14.15,0.020798905,1245.046
10.8,0.052363244,5243.8408
8.5,0.098283459,934.7832
6.215,0.012138795,521.9872
17.5,0,4578.0408
20.7,0.042923652,1062.6168
8.975,0.009058845,2579.975
20.5,0.032136417,165.1184
13.65,0.065898197,459.402
13.1,0.075731322,1504.0422
4.615,0.101812521,5126.66
12.3,0.106327251,2616.594
,0.080933328,842.237
19.2,0.100055601,1223.0746
20.1,0.054540159,755.683
11.5,0.037723476,1953.4572
9.3,0.14897741,288.9572
15.2,0.104201019,2976.7918
12.65,0.076198809,2675.1844
11.1,0.010639596,755.0172
,0.025039776,410.1328
,0.086326707,387.4956
19.2,0.041220035,3635.268
19.75,0.01247354,1323.6104
6.135,0.079132212,2942.836
12.5,0.020693809,4379.6324
7.235,0.10016525,2936.178
15.85,0.057302606,600.5516
9.895,0.048761046,8851.1452
20.75,0,2428.8384
10.8,0.052149675,3813.7024
8.76,0.050130529,2556.672
16.1,0.024987903,1255.033
7.1,0.109990885,2769.728
19.35,0.049736267,1571.288
16.7,0.117026714,188.4214
9.5,0.035121963,1022.6688
8.43,0.017311312,3744.4592
14.15,0.008811818,2749.754
5.44,0.025583714,480.7076
7.35,0.014353174,969.4048
,0.054220618,4933.578
20.1,0.054410179,2720.4588
12,0.033974436,4527.44
21.25,0.009996872,3123.9336
8.3,0.030212499,2857.6136
10.1,0.027217468,1454.773
14.15,0.038123176,1992.0736
9,0.079506434,1728.4168
12.15,0.021811987,2311.6576
,0.082150145,7478.2656
,0.036012919,593.8936
20,0.028167478,452.744
6.71,0.029560451,856.8846
,0.039631495,984.7182
7.365,0.04280099,2037.348
7.935,0.017141985,149.805
12.6,0.056394771,473.3838
17.6,0.056379439,293.6178
19,0.129534812,5105.3544
7.5,0.036439878,3010.7476
13.35,0,986.7156
8.6,0.090191431,458.0704
,0.30374337,589.233
10.5,0.022590318,283.6308
9,0.082011521,1935.4806
4.61,0.122843005,1569.9564
10.895,0.05432142,437.4306
17.6,0.049144165,1717.764
11.65,0.040577878,1304.968
19.1,0.067400032,784.3124
17.2,0.012036432,1816.3024
16.5,0.073977473,2070.638
15.6,0.143396175,2184.4898
9,0.03201648,1922.8304
15,0.058346234,633.8416
,0.14571827,2269.0464
,0.055806016,1209.7586
6.195,0.072097449,1205.098
20.2,0.117543713,3338.987
20.7,0.048718334,227.7036
20.25,0.0591756,4680.574
7.655,0.031918284,695.0952
,0.095587976,579.246
5.92,0.019308607,1478.076
18.75,0.023974769,694.4294
9.395,0.100602552,703.0848
13.35,0.091189915,4514.124
,0.077480627,206.398
19.2,0.129731747,589.233
19,0.103363904,3169.208
14.15,0.020714523,2490.092
20.85,0.062212713,1151.1682
8.63,0.031271134,3900.9222
16.7,0.026729068,6439.6176
7.895,0.094567181,1845.5976
7.72,0.05193741,934.7832
5.615,0.126480422,3202.498
7.05,0.055644887,2684.5056
14.35,0.028519419,221.0456
8.52,0.027101431,2439.4912
7.645,0.067083367,596.5568
12.1,0.020652362,2227.101
14.8,0.081042136,5159.2842
20.75,0.021336565,1366.2216
10.8,0.029001987,8604.7992
18.35,0.069745165,378.1744
13.5,0.068148886,711.0744
20.5,0.144094079,1061.951
12.35,0.186616421,1004.0264
8.895,0.105323859,609.207
16.7,0.022110425,3558.0352
16.2,0.019374768,2025.3636
7.26,0.014482278,1864.24
6.65,0.087805788,1907.517
13.35,0.048027043,5660.6316
17.35,0.055908268,607.2096
,0.048522793,1024.6662
5.46,0.032359413,3169.208
18.25,0.088807455,2740.4328
8.185,0.046556408,640.4996
7.5,0.050750977,1960.1152
12.65,0.035404052,2067.309
14.3,0.130390458,231.6984
17.85,0.074422769,253.004
6.425,0.105742544,131.1626
6.825,0.046729336,2153.1972
,0.073470234,5383.6588
20.25,0.058886477,1724.422
19.2,0.18293775,3615.294
17.7,0.020993364,168.4474
9.695,0.029223424,2999.429
,0.068489201,4165.2448
7.75,0.043326511,1134.5232
,0.136532569,2888.2404
19.75,0.018051091,2696.49
5.325,0.23212188,53.9298
,0.057620562,113.8518
,0.045865089,2287.023
,0.021002171,555.2772
6.71,0.029727657,1120.5414
14.35,0.080527065,719.064
15.2,0,437.4306
5.82,0,2050.664
5.59,0.056833394,1214.4192
18.5,0.062256921,2059.9852
,0.089512542,3672.5528
14,0.060427062,3089.312
7.605,0.216323008,815.605
,0.135612397,61.2536
9.6,0.085125951,1278.336
17.7,0.122565413,1528.011
15.7,0,129.831
13.65,0.077670981,1301.639
14.6,0.043201813,1844.9318
15.6,0.088215871,5068.7354
20.25,0.036295834,1095.241
8.02,0.186528819,307.5996
18.35,0.099026525,1295.6468
16.6,0,2607.2728
10,0.063162608,3455.502
16.1,0.063429818,2345.6134
13,0.139785104,197.7426
16.1,0.04807227,1761.7068
19,0.112097433,1905.5196
17.6,0.010037996,3086.6488
6.32,0.012789884,1060.6194
9.3,0.033431669,4653.942
11.1,0.03623131,3339.6528
,0.086360962,2439.4912
6.15,0.046232445,1379.5376
20.85,0.097618234,897.4984
17.1,0.046808553,1404.838
13.15,0.03810738,615.1992
16.5,0.093846532,1069.2748
11.65,0.040744057,4101.328
13.15,0.022831052,4793.76
19.35,0.076878416,1138.518
19.35,0.021501067,2771.7254
16.5,0.07964724,1948.1308
21.35,0.068809463,5206.556
16,0.115570552,173.7738
20.5,0.143164371,73.238
19.75,0.018008071,3415.554
17.6,0.015775777,3803.0496
4.615,0.102407778,3961.51
5.88,0.003606726,1384.1982
11.8,0.093801337,1251.704
17.35,0,1821.6288
12.35,0.033760862,5141.3076
,0.031131455,3205.1612
9,0.082177842,1720.4272
6.235,0.118858866,3418.883
9.6,0,4374.306
16.75,0.105448901,782.315
17.1,0.046881328,1685.8056
6.825,0.078057026,153.7998
6.78,0.140955857,4101.328
16,0.107186944,3453.5046
15,0.153960209,1179.1318
7.39,0.093160853,1004.0264
17.6,0.05629192,419.454
12.65,0.15604396,3845.6608
17.85,0.044463491,2024.032
11.15,0.00827301,1956.1204
15.7,0.030697825,1168.479
14.65,0,55.2614
,0.101281,2020.0372
18.25,0.012300013,3073.9986
20.7,0,1884.8798
15.85,0.057313443,1364.89
6.575,0.075625152,3193.1768
17.75,0.030568919,2336.958
,0.198424841,370.1848
,0.029578726,3756.4436
,0.213125482,175.7712
16.7,0.120137953,3078.6592
10.85,0.028679894,2109.2544
10,0.099804623,3243.7776
13.65,0.044526443,71.9064
19,0.162882227,189.0872
9.6,0.022404493,2579.975
12,0.075975642,1486.0656
5.925,0.09644909,312.2602
13,0.041816615,4845.0266
8.18,0.082867689,171.7764
12.8,0.076214289,1834.279
19.2,0.124301968,2082.6224
14.5,0.097201128,2705.1454
5.19,0.042861968,3731.809
13.3,0.0713931,1592.5936
19.6,0.041256807,2125.2336
17.75,0.034746076,998.7
12.35,0.093441604,3673.8844
14.35,0.017024598,2099.9332
6.365,0.007363189,1225.072
,0.014484582,3062.0142
,0.011937183,4442.2176
14.75,0.032862976,4278.4308
12.15,0.015484763,631.1784
6.59,0.026163192,602.549
12.6,0.073920438,2797.6916
,0.086352403,445.4202
,0.03976832,2348.9424
,0.015950066,1975.4286
,0.082002559,1374.2112
7.325,0.093307668,2006.7212
,0.143199389,352.874
15.1,0.019965179,908.817
,0.116108797,6035.477
8.51,0.078339081,1379.5376
,0.237651344,171.1106
20.35,0.031102571,2045.3376
17.85,0.018097419,1332.9316
18.25,0.078041216,2848.9582
17.6,0.08226356,1278.336
10.895,0.026880159,1491.392
11.85,0.222063351,195.7452
,0.142589751,585.904
14.1,0.126292985,1133.8574
15.15,0.012260981,1186.4556
17.25,0.05869048,93.212
17.6,0.018982338,2836.308
14.6,0.059405152,3621.952
10.1,0.027059264,1761.041
10.5,0.071244438,1325.6078
12.6,0.007455054,3942.8676
18.7,0.046088273,3506.7686
5.985,0.096185556,3560.6984
12.1,0.11487406,5099.3622
13,0.083643716,2570.6538
19.2,0.022965292,2563.33
5.78,0.014584584,2187.153
7.17,0.059716729,2348.9424
20.85,0.062224479,1682.4766
18.75,0.034360687,4274.436
7.5,0.050708743,3185.1872
10.395,0.036957777,4580.704
12.8,0.023530953,1800.3232
11.65,0.058681957,517.3266
20.2,0.064728148,5668.6212
11.35,0,2125.2336
8.71,0.120773451,555.2772
8.31,0.115911972,1948.1308
19,0.10985775,188.4214
7.5,0.050853901,367.5216
6.525,0.090295708,601.2174
,0.029084548,361.5294
,0.026769592,2332.2974
6.985,0.137580452,4042.7376
11.3,0.066816565,1356.2346
6.115,0.01179078,948.765
9.5,0.036921781,782.9808
15.7,0.122742389,1192.4478
16,0.089971292,1701.7848
13.1,0.099186992,3153.2288
,0,1042.6428
16.85,0.036596012,633.8416
,0.041821227,213.056
14.85,0.016635488,312.926
18.2,0.090084098,3142.576
11,0.008960445,1696.4584
21.1,0.162418495,639.168
15.2,0.056237906,109.1912
,0.071498575,796.9626
9.06,0.009791467,4687.232
11.5,0.072820885,3036.048
11.15,0.073354286,2372.9112
13.5,0.068010049,770.3306
15.1,0.087406863,663.1368
8.3,0.030198228,2167.8448
14.15,0.024442501,2749.754
,0.033436336,3057.3536
8.365,0.039844429,1904.188
11.85,0.055805027,512.666
19.6,0.047888606,605.878
19,0.065735977,2826.321
18.25,0.076089711,3846.9924
19.85,0.020908608,557.2746
12.85,0.030678825,3542.056
,0.111381428,2964.1416
19.6,0.039738393,2960.1468
15.7,0.01903743,490.0288
13.3,0.06356617,3611.2992
10.395,0.112553853,1378.206
10.5,0.013493914,3119.9388
19.35,0.118102769,2013.3792
14.1,0.06682033,4761.8016
8.6,0.040205535,7590.12
17.1,0.038816115,1326.2736
,0.076348933,713.0718
20.5,0.032819637,982.055
15.1,0.096249842,2119.9072
6.69,0,4234.488
,0,2396.88
7.905,0.010003987,5757.8384
18,0.124452048,1303.6364
7.84,0.154363209,599.22
15.15,0.066551268,3954.852
15.2,0.173703549,1050.6324
19.85,0.054025644,6503.5344
,0.03523927,5972.226
7.325,0.093385381,1641.8628
5.88,0.024937792,2087.9488
10.695,0.060654268,3339.6528
,0.06912336,2787.0388
20.25,0.025953257,2535.3664
8.05,0.07884393,8760.5964
11.65,0.033851785,1018.674
19.35,0.118342285,1789.6704
7.235,0.058121214,1382.2008
12.15,0.015457803,5259.82
8.615,0.116152226,1512.6976
6.765,0.087260103,2090.612
10.3,0.0111263,1211.756
13.15,0.038167453,1230.3984
8.84,0.076547632,1657.842
8.26,0,739.038
20.1,0.074931201,1105.228
9.695,0,2619.2572
18.85,0.16758389,2721.7904
18.25,0.054318517,6381.693
,0.060800116,769.6648
5.32,0,1120.5414
8.115,0.032152786,1869.5664
15.1,0.055840055,1411.496
8.42,0.070968081,1941.4728
9,0.081996013,4301.068
8.18,0.082737261,343.5528
,0.011206632,3998.7948
15.35,0.014047825,585.904
20.6,0.045982389,535.3032
9.3,0.042256257,1609.9044
19.6,0,649.155
11.3,0.056424146,2223.1062
,0.170254469,2127.8968
15.3,0.084749164,4060.7142
8.235,0.014541462,3844.995
15.2,0.091763303,1832.2816
,0.069851683,1310.2944
9,0.039004193,659.142
9,0.05060313,4402.2696
15.35,0.113195815,3643.2576
,0.134327613,33.9558
20.1,0.054584207,4247.804
10.3,0.018623146,259.662
12.35,0.093278912,2607.2728
8.88,0.086957199,1372.2138
15.85,0.13689554,529.311
14.1,0.090043082,846.8976
20.25,0.014251461,2648.5524
16.5,0.035711426,1584.604
13.6,0.043655155,3629.2758
,0.108568067,809.6128
20.35,0.090480214,117.8466
7.275,0.027942357,1611.236
19.7,0.041730507,2402.2064
,0.099589909,4225.1668
,0.294939214,139.818
14.15,0.008829806,4517.453
19,0.067722325,1573.9512
,0.060405784,6796.4864
20.5,0,842.237
6.96,0.077193561,1277.0044
15.35,0.013869039,447.4176
17.1,0.067290244,1584.604
10.195,0.146960375,1685.8056
,0.018632082,503.3448
5.78,0.096536082,3574.0144
6.385,0.084008316,1186.4556
,0.005638944,3146.5708
9.3,0.01601936,6474.2392
13.65,0.13187274,745.696
9.195,0.114863923,1853.5872
9.17,0.103138922,3006.087
12.6,0.056191301,736.3748
14.85,0.01867669,3956.8494
19.35,0.021578923,1807.647
18.7,0,467.3916
5.46,0.032242661,3542.056
8.785,0.025962714,1949.4624
12.6,0.096407554,3344.9792
8.76,0.050256604,2684.5056
12.3,0.058234621,592.562
19.6,0.023931217,736.3748
,0.284065879,211.7244
8.155,0.033692089,1279.0018
,0.023417004,7201.2928
7.97,0.034647829,3103.9596
18.85,0.142219209,1522.0188
11.1,0.11089655,2101.9306
9.6,0.006708517,2972.1312
9.27,0.103419257,149.805
13.35,0.032180494,433.4358
11.3,0.066717378,4920.9278
19,0.128814669,1164.4842
12.3,0.111500259,846.8976
6.425,0.010497273,2812.3392
11.5,0.020653603,865.54
5.19,0.042687151,2946.165
12.15,0.021705417,3137.2496
15.25,0.026651184,1657.1762
11.8,0.106968096,3113.2808
15.7,0.030686952,1510.0344
16.75,0.008191729,1629.8784
10.8,0.048218142,690.4346
11.8,0.107036943,4447.544
,0.032381325,5470.8786
7.81,0.034043503,2673.8528
11.1,0.036027524,3339.6528
12.85,0,502.0132
10.5,0.02498633,3038.7112
6.135,0.115032406,1288.9888
,0.068765925,4354.332
,0.006727008,3202.498
9.3,0.016087659,5976.2208
16.6,0,884.1824
8.51,0.051936086,3006.087
8.645,0.1442339,3282.394
8.6,0.05443912,1038.648
,0.033059299,6306.4576
14.5,0.089778187,2693.8268
6.65,0.053372768,2524.0478
20.1,0.022406575,3643.2576
15.25,0.065896556,1438.128
17.7,0.088305201,4195.8716
7.075,0.022566975,1263.6884
11.5,0,2066.6432
5.82,0.077756427,1281.665
8.785,0.020609218,4016.1056
5.465,0,3672.5528
,0.013066448,2127.231
,0.135118202,2290.352
15.7,0.030624844,1258.362
7.39,0.092705683,4267.1122
,0.042941559,102.5332
6.8,0.03748996,291.6204
,0.025795293,2139.2154
11.5,0.046115083,1540.6612
17.6,0.053170949,1724.422
7.75,0.082915017,645.1602
,0.082028694,3990.8052
18.6,0.076975118,1611.236
5.73,0.045371855,1116.5466
12.15,0.028642712,1203.7664
5.44,0.017047751,2999.429
17.7,0.042562588,3425.541
,0.181769264,4579.3724
12.1,0.016812745,4134.618
8.355,0,3384.2614
6.26,0.016516867,453.4098
15.75,0.134960397,2097.27
5.905,0.045614252,6852.4136
16,0.099136036,1486.7314
20.25,0.014222617,3531.4032
5.175,0.037457098,1448.7808
9,0.079279489,1335.5948
15.6,0.045835395,2367.5848
5.175,0.029616108,2011.3818
,0,6729.9064
18.7,0.0576269,1860.2452
17.6,0.015687045,3440.8544
18.2,0.162960415,1070.6064
13.15,0.024651269,1422.1488
8.6,0.091195818,129.831
,0.058542509,3408.896
20.35,0.089608321,3139.9128
7.39,0.067766896,3704.5112
19.6,0.041355366,2656.542
16.25,0.145913308,193.082
6.28,0.027748176,1395.5168
9.395,0.159201868,3621.952
7.72,0.052274691,778.986
12.65,0.042175992,2465.4574
,0.057933643,347.5476
16.75,0,966.7416
15.5,0.026280116,922.7988
8.88,0.086916126,1219.7456
18.25,0.075347426,747.0276
8.935,0.040410039,539.298
16,0.09911729,4460.1942
19.7,0.053439522,1018.674
20.6,0.023448504,2816.334
19.25,0.108030434,101.8674
14.15,0.024404558,2553.343
6.63,0.010961483,343.5528
11.8,0.026358005,365.5242
,0.03627089,169.1132
12.85,0.137227848,4224.501
11.6,0.144832027,4063.3774
,0.029157849,293.6178
12.15,0.058756205,3411.5592
4.635,0.141108156,2698.4874
19.6,0.024325592,425.4462
20.2,0.121500143,2588.6304
,0.160653682,5901.6512
9.395,0.109096371,511.3344
11.395,0.069574013,2812.3392
19.5,0.027458099,2556.672
18.35,0.092226754,3504.1054
5.365,0.234733477,171.7764
11.8,0.014144442,535.3032
11.3,0.056754036,2470.118
19.6,0.023999722,525.982
14,0.041355366,4544.085
19.7,0.024655594,743.0328
12.5,0.081134826,4848.3556
12.3,0.052608525,2656.542
7.435,0.084452363,2840.9686
6.48,0.033899898,2956.152
17.6,0.058042926,1861.5768
8.155,0.119692888,4364.319
16.1,0.0343603,2797.6916
15.5,0.100922503,2759.0752
,0.016956266,2431.5016
4.785,0.092576144,2530.7058
14.6,0.025742955,4761.8016
6.445,0.029812714,1229.0668
4.88,0.133382115,647.1576
8.1,0,261.6594
8.395,0.039484739,1686.4714
10,0.021425341,2996.1
,0.02624324,4458.1968
12.35,0.185704641,2239.7512
11.3,0.066668724,2712.4692
,0.149305497,592.562
19.5,0.030688557,2163.85
19.7,0.041803291,3275.736
7.75,0.082861686,679.116
15.1,0.076385385,988.713
,0.021498768,1768.3648
11.1,0.033102681,1540.6612
7.075,0.058676973,2588.6304
7.97,0.021531416,3020.0688
12.15,0.028592842,2858.9452
14.1,0.067148407,3968.168
,0.026552056,1737.738
11.1,0.060302689,175.7712
,0.138269873,452.744
7.42,0.036109859,185.7582
16.35,0.020579897,934.7832
19.1,0.025912378,1765.7016
,0.086077865,291.6204
5.19,0.044432887,1651.184
11.8,0.115346634,4563.3932
11.35,0.063226306,1494.0552
15.2,0.03366718,1419.4856
11.5,0.173867958,1291.652
20.25,0.022936488,7931.6754
10.1,0.054585372,595.2252
13.1,0.020913071,2026.0294
12,0.104230135,2603.278
19,0.111923422,2117.244
19.7,0.024756031,247.6776
,0.135375727,256.333
18.6,0.012679226,2680.5108
11.5,0.173483253,3487.4604
16.75,0.045138797,2816.334
18.85,0.04282359,2050.664
6.135,0.115010655,1288.9888
20.7,0.169776346,3688.532
17.6,0.041608488,1644.526
16,0.072608647,5298.4364
8.92,0.130191993,2117.244
17.75,0.111931193,327.5736
15.6,0.116913245,1837.608
,0.13511877,934.7832
17.75,0.063416566,308.9312
5.73,0.075943184,171.7764
5.73,0.05190652,1496.7184
9.3,0.175060504,525.982
20.2,0.099893424,3928.8858
,0.178923163,161.7894
12.15,0,2636.568
21.35,0.068765205,3644.5892
20.2,0.096906831,6729.9064
6.57,0.096862255,2316.984
19.35,0.062528426,3302.368
8.6,0.032621545,2127.231
8.51,0.05190268,2862.94
,0.170246782,3231.1274
7.5,0.054610829,237.6906
14.3,0.127517605,1022.6688
15,0.064271703,466.06
14.3,0.13030659,617.8624
10.195,0.187841082,113.186
6.825,0.046625941,3075.996
12.65,0.035410748,2067.309
11.15,0.032250092,4769.1254
19.1,0.045378573,243.6828
18.85,0.0926587,263.6568
19.6,0.024222321,945.436
15.1,0.055518167,1306.2996
,0.031946638,1821.6288
6.425,0.093983518,1230.3984
8.88,0.098822387,1887.543
12.3,0.009410528,1318.284
12.85,0.169139066,186.424
11.35,0.043122189,995.371
,0.035769657,1380.8692
19,0.10361083,905.488
10.195,0.044974051,1874.8928
8.27,0.018920019,6231.888
14.85,0.054142088,1837.608
,0,289.623
18,0.124645538,2133.2232
7.1,0.110459828,2250.404
8.355,0.013957308,1480.7392
9.8,0.056386541,503.3448
18.2,0.012273747,1113.2176
,0.090473389,6024.1584
14.65,0.083359391,4711.2008
,0.112161697,152.4682
9.695,0.128805815,5851.0504
,0.090596378,2251.0698
13.85,0.056637129,2796.36
7.75,0.083059634,611.2044
11.8,0.014115626,3390.2536
12.3,0.076866235,492.692
16,0.099188598,1669.8264
11.5,0.021010687,927.4594
,0.057143515,6196.6006
7.36,0.052607932,744.3644
7.64,0.070645636,466.06
17.75,0.014568036,4137.2812
17.75,0.073524776,207.7296
7.27,0.046559448,2463.46
7.67,0.309390255,138.4864
20.2,0.039247736,1095.241
16,0.040945898,2258.3936
9.5,0.031331581,663.1368
19.1,0.096929994,2103.2622
15,0.026840766,4863.0032
7.035,0,6048.793
19.75,0.041429246,2239.0854
,0,5273.136
,0,5852.382
11.8,0.025978802,1629.8784
,0.066006824,250.3408
,0,180.4318
19.1,0.045492697,527.9794
13.6,0.043618827,2840.3028
5.34,0.005963881,1407.5012
18.2,0.08982696,589.233
12.15,0.079431643,796.9626
14.35,0.017135155,1657.842
17.35,0.056005781,1518.024
10.695,0.145253944,467.3916
7.22,0.0383808,885.514
19.1,0.03856376,3165.879
8.26,0.032625074,1847.595
,0.069909188,491.3604
14,0.037491314,1808.9786
6.615,0.09234651,4506.1344
14.15,0.183879453,1705.7796
11.8,0.107274301,3113.2808
,0.047570401,3020.0688
19.2,0.100640587,1779.0176
18.85,0.036111038,1185.124
17,0.140090284,6359.7216
12.5,0.031225303,2167.179
,0.086752988,1737.738
8.6,0.040369315,2846.295
9.3,0.043777415,6114.7072
7.27,0.046631836,1576.6144
11.8,0.076839735,373.5138
16.35,0,1384.1982
,0.277459381,473.3838
,0.099478451,4697.8848
20,0.034369528,892.172
5.82,0,2376.906
18.75,0.01035692,2709.1402
9.5,0.104488444,1997.4
,0.028456456,755.0172
10.5,0.027271252,2566.659
20.5,0.036346224,596.5568
12.3,0.064984487,2297.01
13.1,0.044372393,2886.9088
11.395,0.009934335,340.2238
8.93,0.013253936,828.921
18.2,0.089884775,3731.809
19.7,0.053178425,905.488
14.1,0.089660816,1411.496
7.67,0.185889129,173.108
,0,399.48
14.15,0.024503972,982.055
11.6,0.143990173,2390.222
18.85,0.042891098,5382.993
15.6,0.046023105,2536.698
6.385,0.084179812,1941.4728
16.1,0.025050746,1448.115
9,0.065515067,1058.622
,0.080695806,759.012
6.635,0.027222517,2093.2752
,0.054366282,7142.7024
20.75,0.021232318,2428.8384
6.63,0.104183308,3828.35
8.42,0.070856383,431.4384
5.15,0.061272194,1733.7432
,0.019107027,1034.6532
,0,3174.5344
15.1,0.052329172,4604.6728
15.35,0.055103174,2820.9946
,0.015397129,196.411
12.85,0.033271818,5715.2272
,0.053971566,3119.9388
7.475,0.075713578,2471.4496
8.27,0.01889024,3835.008
12.85,0.152364317,1261.691
8.365,0.039811272,2285.0256
8.985,0.183774965,798.96
19.6,0.041283361,2125.2336
16.1,0.057422821,508.6712
20.2,0.011820087,1990.742
10.3,0.024891881,3103.9596
10.8,0.138171603,575.2512
16.75,0.041599644,157.1288
,0.0218126,196.411
18.2,0.161740582,805.618
9.395,0.100966837,2548.6824
,0.027183141,3868.9638
,0.115032648,2143.2102
,0.099442329,697.0926
5.46,0.032308482,2423.512
12.65,0.063246037,2406.867
16.5,0.079713576,1537.998
17.35,0.014679558,739.038
5.88,0.030247903,2063.98
12.1,0.030297819,1454.773
7.93,0.07113587,356.8688
8.43,0.017322454,3350.3056
,0.039451625,1358.232
14.15,0,3731.809
,0.114609875,3372.9428
,0.117442838,774.9912
15.1,0.160852421,397.4826
17.75,0.03048292,3068.0064
12.85,0.033314389,3276.4018
10.5,0.044139551,143.8128
,0,1362.2268
,0.071106549,2143.876
12.35,0.099674817,1366.2216
7.84,0.153806271,1198.44
6.76,0.028958563,1757.712
9.895,0.168780385,4767.128
8.315,0.035627489,870.8664
17.5,0.052657753,1031.99
11.6,0.009754896,2025.3636
7.285,0.031151633,4902.9512
20.6,0.118827682,149.1392
16.1,0.034501016,2543.356
11,0.038109194,479.376
17.7,0.087791917,3101.2964
17.35,0.062839798,1707.777
,0.029595637,864.2084
18.2,0.090267996,4910.275
7.825,0.150248468,1257.0304
19.35,0.082394321,243.017
8.895,0.026451028,5001.4896
7.475,0.01319424,4314.384
10.5,0.071257912,843.5686
12.3,0.036908933,2073.3012
6.035,0.141475625,1230.3984
20.75,0.007551665,1693.7952
13.85,0.031338558,639.168
15.5,0.075904695,4745.8224
11.6,0.07760107,3079.9908
,0.048426708,5466.8838
6.635,0.00636189,2651.2156
6.785,0.023021406,2103.928
16.2,0.019378432,1090.5804
5.94,0.035084073,2141.2128
13.35,0.038604817,2145.2076
6.3,0.21332355,419.454
17.1,0.054514169,591.8962
8.355,0.187850233,2501.4106
18.25,0.054455125,850.8924
,0.044660955,2679.845
,0.089120516,3611.2992
,0.02524761,3439.5228
12.65,0.069707771,727.0536
,0.036150153,5695.2532
16.5,0.074245348,4762.4674
20.85,0.062321222,265.6542
6.155,0.158441218,852.224
7.565,0.054630544,735.709
8.905,0.143419394,1151.1682
9.195,0.048059871,2223.1062
16.2,0.103894671,1857.582
,0.253947823,675.1212
,0.148737487,155.1314
12.3,0.058207114,1185.124
6.135,0.078957122,1697.79
17.25,0,2721.7904
11.3,0.066729996,4920.9278
,0.1107011,351.5424
17.85,0.018052019,856.8846
14.85,0.15643727,284.9624
16.5,0.035728302,838.908
17.25,0.03717912,5920.2936
10.695,0.019123874,147.8076
,0.177354373,135.8232
12.3,0.058116758,651.8182
6.235,0.118915034,2103.928
12.15,0.131973625,2458.1336
7.47,0,6411.654
8.155,0.033555399,1655.1788
8.895,0.088681966,2956.152
7.97,0.021623214,1833.6132
16.2,0.033373748,894.8352
14.5,0.089917769,2852.2872
,0.053148497,105.8622
15.7,0.122470805,1987.413
13.3,0.035607579,118.5124
6.865,0.056819936,2137.218
8.21,0.044925784,1569.9564
20.7,0.071699984,531.3084
11.6,0.077321087,2224.4378
,0.150806666,295.6152
12.65,0.127283051,382.1692
,0.138008431,1348.245
12.6,0.074035365,4578.0408
13.35,0.091723066,3761.77
4.61,0.122901056,2616.594
13.8,0,3709.8376
,0.073077197,34.6216
14,0.175991929,142.4812
