id,price,service fee,minimum nights,number of reviews,reviews per month,availability 365
1869552,$445 ,$89 ,1,363,4.55,315
1870104,$328 ,$66 ,2,146,1.78,-4
1870656,"$1,041 ",$208 ,3,51,1.52,135
1871209,$707 ,$141 ,3,55,0.67,49
1871761,$345 ,$69 ,5,1,0.01,104
1872313,$919 ,$184 ,3,29,0.38,49
1872865,"$1,110 ",$222 ,14,30,0.76,151
1873418,"$1,161 ",$232 ,2,169,2.07,359
1873970,$190 ,$38 ,4,1,0.02,177
1874522,$501 ,$100 ,2,8,0.11,333
1875075,$239 ,$48 ,3,12,0.18,362
1875627,$833 ,$167 ,3,19,0.3,127
1876179,$829 ,$166 ,5,9,0.11,381
1876732,$669 ,$134 ,1,5,0.06,385
1877284,"$1,135 ",$227 ,5,17,0.26,234
1877836,$177 ,$35 ,4,70,0.86,134
1878388,$179 ,$36 ,7,0,,170
1878941,$793 ,$159 ,1,1,0.02,425
1879493,$891 ,$178 ,5,1,0.16,188
1880045,$564 ,$113 ,3,,0.43,194
1880598,"$1,123 ",$225 ,2,59,0.73,85
1881150,$656 ,$131 ,5,62,0.75,179
1881702,$427 ,$85 ,10,6,0.07,397
1882255,$414 ,$83 ,2,33,0.84,336
1882807,$381 ,$76 ,2,158,1.93,41
1883359,$650 ,$130 ,4,8,0.12,422
1883911,$58 ,$12 ,2,129,1.67,241
1884464,$67 ,$13 ,6,1,0.02,279
1885016,$131 ,$26 ,3,50,0.67,243
1885568,$593 ,$119 ,3,116,1.56,156
1886121,$138 ,$28 ,6,89,1.09,246
1886673,$526 ,$105 ,1,17,0.21,274
1887225,"$1,050 ",$210 ,2,164,2.07,142
1887778,"$1,064 ",$213 ,7,67,0.87,327
1888330,"$1,001 ",$200 ,1,135,1.67,425
1888882,"$1,126 ",$225 ,30,3,0.12,235
1889434,$925 ,$185 ,1,139,1.7,264
1889987,$308 ,$62 ,2,23,0.32,188
1890539,$797 ,$159 ,3,51,0.64,306
1891091,"$1,106 ",$221 ,3,203,2.53,416
1891644,$713 ,$143 ,2,164,2.07,255
1892196,$911 ,$182 ,1,6,0.07,18
1892748,$664 ,$133 ,1,327,4.01,284
1893301,$266 ,$53 ,7,10,10,230
1893853,$136 ,$27 ,181,82,1.07,409
1894405,$501 ,$100 ,2,111,4.44,18
1894957,$945 ,$189 ,7,6,0.08,168
1895510,"$1,157 ",$231 ,5,35,0.44,285
1896062,$144 ,$29 ,26,57,0.7,162
1896614,$907 ,$181 ,2,80,0.98,20
1897167,"$1,137 ",$227 ,4,1,0.02,343
1897719,$337 ,$67 ,30,4,0.06,6
1898271,$96 ,$19 ,30,8,0.1,302
1898824,$244 ,$49 ,7,39,0.48,115
1899376,$254 ,$51 ,2,27,0.35,75
1899928,$672 ,$134 ,30,3,0.05,343
1900480,$925 ,$185 ,14,10,10,1
1901033,$752 ,$150 ,2,1,0.09,238
1901585,$660 ,$132 ,30,21,0.26,309
1902137,$337 ,$67 ,1,237,2.96,246
1902690,$599 ,$120 ,2,20,0.25,353
1903242,$516 ,$103 ,7,2,0.06,2
1903794,"$1,015 ",$203 ,7,66,0.83,19
1904347,$183 ,$37 ,2,7,0.09,83
1904899,"$1,109 ",$222 ,1,273,3.35,308
1905451,$621 ,$124 ,5,60,0.95,418
1906003,"$1,063 ",$213 ,28,19,0.25,79
1906556,$400 ,$80 ,1,2,0.03,91
1907108,$506 ,$101 ,7,83,1.04,-3
1907660,$466 ,$93 ,3,219,2.68,219
1908213,$109 ,$22 ,3,0,,21
1908765,"$1,042 ",$208 ,3,270,3.34,134
1909317,$676 ,$135 ,5,18,0.24,46
1909870,"$1,095 ",$219 ,4,132,1.62,148
1910422,$134 ,$27 ,3,151,1.86,63
1910974,"$1,115 ",$223 ,1,3,0.06,132
1911526,$105 ,$21 ,2,167,4.16,93
1912079,$327 ,$65 ,4,213,2.62,144
1912631,$902 ,$180 ,5,2,0.08,412
1913183,"$1,029 ",$206 ,3,12,0.15,141
1913736,"$1,174 ",$235 ,1,353,4.33,138
1914288,$605 ,$121 ,3,3,0.05,285
1914840,$890 ,$178 ,1,3,0.05,409
1915393,"$1,106 ",$221 ,10,4,0.05,318
1915945,$132 ,$26 ,1,113,1.43,319
1916497,$849 ,$170 ,4,11,0.14,85
1917049,$50 ,$10 ,3,17,0.31,76
1917602,$250 ,$50 ,3,46,0.57,219
1918154,"$1,003 ",$201 ,21,52,0.64,205
1918706,$169 ,$34 ,10,10,0.22,379
1919259,$315 ,$63 ,5,64,0.88,361
1919811,$154 ,$31 ,3,104,1.36,140
1920363,"$1,055 ",$211 ,4,75,0.93,190
1920916,$145 ,$29 ,5,227,2.79,222
1921468,$948 ,$190 ,30,13,0.16,416
1922020,$544 ,$109 ,2,189,2.32,393
1922572,$596 ,$119 ,14,1,0.01,138
1923125,$237 ,$47 ,3,10,0.15,264
1923677,$200 ,$40 ,3,61,0.76,109
1924229,$341 ,$68 ,4,3,0.04,222
1924782,$439 ,$88 ,2,27,0.33,71
1925334,$56 ,$11 ,7,1,0.02,58
1925886,$437 ,$87 ,4,32,0.4,401
1926439,$995 ,$199 ,6,22,0.33,211
1926991,$836 ,$167 ,5,63,0.78,323
1927543,$169 ,$34 ,5,15,0.19,385
1928095,$750 ,$150 ,2,72,0.89,94
1928648,$920 ,$184 ,2,58,0.94,197
1929200,$411 ,$82 ,3,9,0.12,22
1929752,$747 ,$149 ,3,169,3.07,39
1930305,$761 ,$152 ,3,2,0.03,314
1930857,$646 ,$129 ,3,66,1.16,206
1931409,$107 ,$21 ,4,24,0.3,124
1931962,$306 ,$61 ,3,1,0.03,253
1932514,$183 ,$37 ,8,108,1.33,165
1933066,"$1,005 ",$201 ,3,19,0.44,243
1933618,$84 ,$17 ,2,91,1.18,225
1934171,"$1,021 ",$204 ,2,67,0.95,317
1934723,$597 ,$119 ,13,64,0.8,222
1935275,$906 ,$181 ,90,4,0.05,374
1935828,"$1,112 ",$222 ,1,0,,61
1936380,$253 ,$51 ,80,3,0.04,237
1936932,$707 ,$141 ,2,77,0.95,193
1937485,$675 ,$135 ,1,41,0.52,155
1938037,"$1,040 ",$208 ,7,2,0.5,85
1938589,$562 ,$112 ,3,4,0.05,119
1939141,$738 ,$148 ,30,1,0.04,114
1939694,$244 ,$49 ,7,1,0.03,215
1940246,$251 ,$50 ,2,302,4.18,232
1940798,$537 ,$107 ,1,1,0.02,85
1941351,"$1,127 ",$225 ,29,3,0.11,138
1941903,"$1,035 ",$207 ,3,13,0.16,239
1942455,$712 ,$142 ,28,0,,34
1943008,$608 ,$122 ,3,276,3.44,304
1943560,$493 ,$99 ,3,22,0.31,271
1944112,$958 ,$192 ,1,187,2.34,313
1944664,$621 ,$124 ,1,0,,270
1945217,$243 ,$49 ,10,1,0.11,22
1945769,$995 ,$199 ,2,138,2.06,94
1946321,$399 ,$80 ,2,31,0.53,245
1946874,$785 ,$157 ,2,13,0.17,42
1947426,$52 ,$10 ,4,12,0.16,25
1947978,$860 ,$172 ,4,97,1.25,178
1948531,$465 ,$93 ,1,153,1.89,164
1949083,$742 ,$148 ,5,72,0.91,96
1949635,"$1,123 ",$225 ,2,72,0.95,-4
1950187,$279 ,$56 ,5,52,0.65,125
1950740,$215 ,$43 ,1,28,0.36,104
1951292,$252 ,$50 ,3,2,0.02,207
1951844,$275 ,$55 ,30,18,0.29,101
1952397,$795 ,$159 ,2,8,0.53,335
1952949,$797 ,$159 ,3,3,0.07,208
1953501,$410 ,$82 ,7,4,0.05,195
1954054,$516 ,$103 ,3,86,1.13,296
1954606,$320 ,$64 ,5,7,0.09,122
1955158,$147 ,$29 ,2,68,0.92,96
1955710,$709 ,$142 ,2,185,2.3,308
1956263,$566 ,$113 ,7,48,0.61,142
1956815,$719 ,$144 ,1,148,1.9,204
1957367,"$1,185 ",$237 ,2,8,0.1,72
1957920,$290 ,$58 ,2,67,0.88,50
1958472,$192 ,$38 ,1,148,1.83,426
1959024,$982 ,$196 ,20,1,0.02,334
1959577,$429 ,$86 ,25,1,0.01,268
1960129,$139 ,$28 ,2,211,2.63,60
1960681,$926 ,$185 ,5,18,0.24,235
1961233,$464 ,$93 ,1,168,2.3,26
1961786,$904 ,$181 ,1,50,0.72,276
1962338,$860 ,$172 ,7,11,0.18,159
1962890,$135 ,$27 ,3,121,1.51,295
1963443,$452 ,$90 ,1,108,1.35,50
1963995,$432 ,$86 ,4,10,0.13,167
1964547,$782 ,$156 ,7,46,0.57,5
1965100,$143 ,$29 ,2,34,0.43,209
1965652,"$1,152 ",$230 ,2,25,0.48,321
1966204,$315 ,$63 ,10,11,0.14,182
1966756,"$1,145 ",$229 ,3,0,,203
1967309,$208 ,$42 ,9,2,0.2,333
1967861,$289 ,$58 ,1,25,0.67,161
1968413,"$1,116 ",$223 ,2,4,0.06,248
1968966,$541 ,$108 ,2,260,3.58,318
1969518,$943 ,$189 ,1,0,,360
1970070,$609 ,$122 ,1,52,0.66,59
1970623,$187 ,$37 ,30,48,0.6,11
1971175,$399 ,$80 ,14,12,0.22,279
1971727,$158 ,$32 ,6,23,0.29,70
1972279,$52 ,$10 ,265,20,0.32,123
1972832,$570 ,$114 ,300,13,0.23,238
1973384,$645 ,$129 ,6,13,0.16,412
1973936,"$1,110 ",$222 ,2,93,1.16,309
1974489,$898 ,$180 ,7,3,0.06,87
1975041,$408 ,$82 ,3,62,0.8,395
1975593,$240 ,$48 ,26,58,0.73,165
1976146,$150 ,$30 ,1,0,,184
1976698,$580 ,$116 ,14,7,0.16,230
1977250,$688 ,$138 ,4,12,0.18,139
1977802,$686 ,$137 ,25,1,0.05,62
1978355,$978 ,$196 ,5,5,0.14,37
1978907,"$1,023 ",$205 ,4,13,0.3,156
1979459,"$1,167 ",$233 ,2,32,0.4,164
1980012,$407 ,$81 ,3,26,0.32,250
1980564,"$1,083 ",$217 ,1,0,,186
1981116,"$1,074 ",$215 ,3,1,0.03,144
1981669,"$1,178 ",$236 ,3,186,2.32,366
1982221,$679 ,$136 ,5,154,1.93,39
1982773,$153 ,$31 ,30,5,0.09,214
1983325,$143 ,$29 ,2,41,0.6,254
1983878,$74 ,$15 ,17,3,0.07,36
1984430,$645 ,$129 ,1,3,0.04,352
1984982,$564 ,$113 ,8,32,0.4,55
1985535,$760 ,$152 ,10,6,0.09,35
1986087,$113 ,$23 ,5,39,0.55,28
1986639,"$1,054 ",$211 ,2,25,0.36,374
1987192,$79 ,$16 ,1,190,3.7,170
1987744,"$1,180 ",$236 ,4,16,0.2,3
1988296,$264 ,$53 ,4,6,0.08,51
1988848,$261 ,$52 ,30,47,0.67,392
1989401,$312 ,$62 ,7,2,0.03,111
1989953,"$1,180 ",$236 ,3,61,0.77,64
1990505,$721 ,$144 ,5,5,0.06,226
1991058,$296 ,$59 ,1,33,0.77,337
1991610,"$1,100 ",$220 ,5,2,0.04,242
1992162,$486 ,$97 ,4,13,0.22,213
1992715,$148 ,$30 ,2,36,0.45,105
1993267,"$1,168 ",$234 ,14,0,,19
1993819,$290 ,$58 ,3,89,1.12,261
1994371,$549 ,$110 ,3,125,1.57,426
1994924,$140 ,$28 ,5,5,0.21,181
1995476,$814 ,$163 ,4,1,0.01,8
1996028,$750 ,$150 ,7,3,0.04,298
1996581,$200 ,$40 ,1,1,0.01,293
1997133,$798 ,$160 ,3,12,0.31,333
1997685,$170 ,$34 ,45,16,0.21,225
1998238,$664 ,$133 ,30,19,0.26,130
1998790,$645 ,$129 ,4,150,1.88,277
1999342,"$1,030 ",$206 ,10,15,0.3,113
1999894,$881 ,$176 ,5,2,0.03,216
2000447,"$1,173 ",$235 ,3,3,0.07,90
2000999,"$1,135 ",$227 ,7,8,0.1,198
2001551,$551 ,$110 ,5,42,0.53,332
2002104,"$1,148 ",$230 ,7,7,0.1,57
2002656,$956 ,$191 ,4,1,0.02,15
2003208,$950 ,$190 ,3,1,0.01,380
2003761,$793 ,$159 ,1,61,0.95,66
2004313,$550 ,$110 ,3,76,0.95,382
2004865,$823 ,$165 ,2,52,0.65,290
2005417,$505 ,$101 ,8,37,0.5,159
2005970,$563 ,$113 ,30,36,0.58,101
2006522,$307 ,$61 ,4,92,1.47,96
2007074,$281 ,$56 ,10,64,0.93,312
2007627,"$1,068 ",$214 ,5,23,0.38,301
2008179,$71 ,$14 ,2,2,0.03,252
2008731,$234 ,$47 ,7,38,0.54,241
2009284,$783 ,$157 ,3,205,3.19,41
2009836,$113 ,$23 ,2,108,1.35,258
2010388,$389 ,$78 ,7,4,0.09,189
2010940,"$1,064 ",$213 ,30,13,0.18,87
2011493,$117 ,$23 ,1,73,0.92,43
2012045,$683 ,$137 ,2,70,0.92,181
2012597,$364 ,$73 ,7,0,,-6
2013150,$385 ,$77 ,5,29,0.37,73
2013702,$833 ,$167 ,2,17,0.21,303
2014254,$123 ,$25 ,6,23,0.31,193
2014807,"$1,080 ",$216 ,2,67,0.88,285
2015359,$102 ,$20 ,2,48,0.61,336
2015911,$240 ,$48 ,2,107,1.5,40
2016463,$194 ,$39 ,2,33,0.46,216
2017016,$671 ,$134 ,3,124,1.56,163
2017568,$954 ,$191 ,2,36,0.54,167
2018120,$662 ,$132 ,2,38,0.51,52
2018673,$403 ,$81 ,2,6,0.09,68
2019225,$114 ,$23 ,2,89,1.12,46
2019777,$777 ,$155 ,30,1,0.02,231
2020330,$996 ,$199 ,1,4,0.18,137
2020882,"$1,084 ",$217 ,7,10,0.13,404
2021434,$725 ,$145 ,7,41,0.55,326
2021986,$324 ,$65 ,2,24,0.3,221
2022539,$221 ,$44 ,2,251,3.15,322
2023091,$791 ,$158 ,4,41,0.52,211
2023643,$791 ,$158 ,5,29,0.4,363
2024196,"$1,064 ",$213 ,1,322,4.46,61
2024748,$341 ,$68 ,1,18,0.35,394
2025300,$764 ,$153 ,1,8,0.1,359
2025853,$484 ,$97 ,5,22,0.28,360
2026405,$870 ,$174 ,1,225,2.83,271
2026957,$389 ,$78 ,21,79,1.04,202
2027509,$538 ,$108 ,8,7,0.14,353
2028062,"$1,186 ",$237 ,1,20,0.26,118
2028614,$57 ,$11 ,4,18,0.23,34
2029166,"$1,070 ",$214 ,2,37,0.52,242
2029719,$60 ,$12 ,3,36,3.04,129
2030271,$841 ,$168 ,4,0,,263
2030823,"$1,055 ",$211 ,180,2,0.07,111
2031376,$454 ,$91 ,3,126,3.59,179
2031928,$397 ,$79 ,1,84,1.06,10
2032480,$870 ,$174 ,3,26,0.41,111
2033032,$813 ,$163 ,1,37,0.48,333
2033585,$996 ,$199 ,2,267,3.37,305
2034137,"$1,196 ",$239 ,3,11,0.14,148
2034689,$57 ,$11 ,5,47,0.59,344
2035242,$343 ,$69 ,7,1,0.01,50
2035794,$230 ,$46 ,1,137,1.98,292
2036346,$285 ,$57 ,10,9,0.19,251
2036899,$198 ,$40 ,1,0,,403
2037451,$58 ,$12 ,4,1,0.03,69
2038003,$871 ,$174 ,7,23,0.29,74
2038555,"$1,037 ",$207 ,15,4,0.05,59
2039108,"$1,198 ",$240 ,11,11,0.23,-4
2039660,$603 ,$121 ,2,540,6.95,179
2040212,"$1,188 ",$238 ,5,0,,315
2040765,$907 ,$181 ,7,26,0.37,421
2041317,"$1,130 ",$226 ,2,47,0.61,144
2041869,"$1,136 ",$227 ,2,0,,66
2042422,$227 ,$45 ,3,5,0.08,284
2042974,"$1,005 ",$201 ,5,4,0.05,132
2043526,$259 ,$52 ,5,224,2.82,241
2044078,$271 ,$54 ,2,26,0.33,315
2044631,$71 ,$14 ,10,8,0.17,203
2045183,$297 ,$59 ,2,11,0.23,33
2045735,"$1,077 ",$215 ,7,6,0.08,336
2046288,$139 ,$28 ,5,15,0.22,145
2046840,$671 ,$134 ,7,0,,273
2047392,$458 ,$92 ,2,24,0.33,145
2047945,"$1,085 ",$217 ,7,7,0.1,254
2048497,$444 ,$89 ,3,17,0.21,184
2049049,$617 ,$123 ,2,66,0.93,-5
2049601,$799 ,$160 ,14,13,0.17,332
2050154,$881 ,$176 ,15,22,0.28,156
2050706,"$1,145 ",$229 ,10,30,0.4,191
2051258,$971 ,$194 ,3,26,0.36,141
2051811,$491 ,$98 ,3,50,0.63,84
2052363,$471 ,$94 ,4,14,0.31,70
2052915,$639 ,$128 ,4,80,1.08,171
2053468,$966 ,$193 ,7,1,0.01,318
2054020,$440 ,$88 ,1,33,0.44,426
2054572,$693 ,$139 ,30,15,0.19,340
2055124,$307 ,$61 ,60,22,0.28,246
2055677,$731 ,$146 ,3,8,0.17,331
2056229,$529 ,$106 ,1,4,0.06,397
2056781,$857 ,$171 ,1,34,0.45,360
2057334,$193 ,$39 ,1,219,2.91,69
2057886,"$1,052 ",$210 ,7,0,,240
2058438,$583 ,$117 ,6,23,0.3,223
2058991,$135 ,$27 ,1,8,0.1,148
2059543,$440 ,$88 ,2,11,0.18,91
2060095,$421 ,$84 ,2,220,2.97,77
2060647,$431 ,$86 ,3,8,0.13,164
2061200,$280 ,$56 ,18,5,0.06,244
2061752,$660 ,$132 ,2,2,0.04,3
2062304,$244 ,$49 ,30,51,0.67,329
2062857,$891 ,$178 ,1,7,0.12,330
2063409,$422 ,$84 ,30,93,1.24,412
2063961,$171 ,$34 ,2,220,2.85,410
2064514,$278 ,$56 ,5,6,0.1,214
2065066,$116 ,$23 ,5,15,0.25,303
2065618,$284 ,$57 ,4,20,0.26,315
2066170,"$1,060 ",$212 ,1,0,,198
2066723,$160 ,$32 ,1,187,2.36,98
2067275,$929 ,$186 ,2,17,0.22,301
2067827,$93 ,$19 ,3,46,0.82,348
2068380,$599 ,$120 ,2,39,0.52,258
2068932,$177 ,$35 ,2,15,0.2,208
2069484,$907 ,$181 ,5,145,1.82,32
2070037,$579 ,$116 ,4,16,0.2,278
2070589,"$1,158 ",$232 ,7,52,0.67,12
2071141,$75 ,$15 ,2,82,1.08,12
2071693,$807 ,$161 ,2,97,1.47,336
2072246,$339 ,$68 ,2,35,0.55,260
2072798,$549 ,$110 ,31,8,0.1,309
2073350,$91 ,$18 ,3,166,2.15,197
2073903,$691 ,$138 ,30,0,,12
2074455,$778 ,$156 ,3,38,0.51,418
2075007,$779 ,$156 ,30,17,0.27,51
2075560,$361 ,$72 ,5,26,0.41,385
2076112,"$1,096 ",$219 ,1,31,0.4,367
2076664,$733 ,$147 ,1,15,0.19,135
2077216,$879 ,$176 ,3,106,1.43,239
2077769,$805 ,$161 ,2,37,0.58,287
2078321,$998 ,$200 ,2,155,2.11,147
2078873,$864 ,$173 ,2,12,0.18,321
2079426,"$1,163 ",$233 ,30,0,,117
2079978,$65 ,$13 ,4,8,0.11,90
2080530,$395 ,$79 ,5,3,0.06,295
2081083,$731 ,$146 ,2,45,0.64,352
2081635,$141 ,$28 ,5,8,0.14,425
2082187,"$1,043 ",$209 ,15,25,0.46,46
2082739,$64 ,$13 ,1,100,1.41,128
2083292,$101 ,$20 ,1,64,1.37,34
2083844,$497 ,$99 ,1,8,0.1,77
2084396,$788 ,$158 ,7,33,0.42,-1
2084949,$548 ,$110 ,2,11,0.14,333
2085501,"$1,181 ",$236 ,1,4,0.1,256
2086053,$437 ,$87 ,3,31,0.4,41
2086606,$619 ,$124 ,2,82,2.02,218
2087158,$364 ,$73 ,2,291,3.69,-9
2087710,$748 ,$150 ,2,22,0.29,189
2088262,$104 ,$21 ,1,58,0.83,8
2088815,$240 ,$48 ,2,71,0.9,132
2089367,"$1,114 ",$223 ,29,86,1.1,15
2089919,$468 ,$94 ,1,315,4.03,423
2090472,$810 ,$162 ,2,3,0.15,95
2091024,$228 ,$46 ,4,77,0.99,211
2091576,$766 ,$153 ,5,43,0.56,186
2092129,$450 ,$90 ,7,35,0.48,282
2092681,$739 ,$148 ,3,68,0.88,325
2093233,"$1,079 ",$216 ,31,10,0.25,55
2093785,$482 ,$96 ,3,132,1.68,100
2094338,$911 ,$182 ,30,1,0.02,137
2094890,"$1,172 ",$234 ,3,116,1.47,88
2095442,$641 ,$128 ,10,7,0.1,17
2095995,"$1,143 ",$229 ,2,2,0.05,232
2096547,$105 ,$21 ,4,8,0.22,240
2097099,"$1,082 ",$216 ,4,6,0.08,219
2097652,$305 ,$61 ,30,0,,72
2098204,$140 ,$28 ,1,0,,153
2098756,"$1,193 ",$239 ,2,20,0.25,418
2099308,$345 ,$69 ,4,125,1.6,413
2099861,$202 ,$40 ,2,22,0.37,359
2100413,$386 ,$77 ,3,154,2,189
2100965,$255 ,$51 ,3,7,0.11,157
2101518,$379 ,$76 ,3,71,0.95,23
2102070,$579 ,$116 ,30,5,0.07,357
2102622,$627 ,$125 ,3,112,1.43,50
2103175,$498 ,$100 ,3,36,0.95,351
2103727,$625 ,$125 ,4,4,0.42,122
2104279,$603 ,$121 ,2,21,0.3,70
2104831,$560 ,$112 ,1,109,1.52,41
2105384,"$1,074 ",$215 ,2,37,0.56,379
2105936,$683 ,$137 ,6,78,1.07,105
2106488,$73 ,$15 ,3,213,2.79,370
2107041,"$1,059 ",$212 ,3,15,0.2,208
2107593,$988 ,$198 ,2,102,1.41,335
2108145,$258 ,$52 ,3,93,1.24,301
2108698,$409 ,$82 ,4,28,0.37,146
2109250,$253 ,$51 ,1,116,1.51,374
2109802,$933 ,$187 ,1,313,4.09,56
2110354,"$1,189 ",$238 ,3,156,2.08,136
2110907,$520 ,$104 ,3,106,1.42,227
2111459,"$1,082 ",$216 ,5,1,0.02,43
2112011,"$1,027 ",$205 ,2,27,0.35,331
2112564,"$1,044 ",$209 ,2,53,0.86,96
2113116,"$1,069 ",$214 ,2,0,,-5
2113668,$531 ,$106 ,2,8,0.11,422
2114221,$929 ,$186 ,6,10,0.13,254
2114773,$502 ,$100 ,1,594,7.57,150
2115325,$258 ,$52 ,3,9,0.12,90
2115877,$353 ,$71 ,2,163,2.12,407
2116430,$969 ,$194 ,30,15,0.26,67
2116982,"$1,062 ",$212 ,25,49,0.63,310
2117534,$287 ,$57 ,2,147,1.89,189
2118087,$195 ,$39 ,3,78,1.01,202
2118639,$899 ,$180 ,1,71,1.05,4
2119191,$673 ,$135 ,180,0,,342
2119744,"$1,143 ",$229 ,5,86,1.13,113
2120296,$750 ,$150 ,3,90,1.17,250
2120848,"$1,111 ",$222 ,3,104,1.35,418
2121400,$112 ,$22 ,3,28,0.36,292
2121953,"$1,148 ",$230 ,3,0,,16
2122505,$430 ,$86 ,4,2,0.05,257
2123057,$208 ,$42 ,1,597,7.72,419
2123610,$394 ,$79 ,1,607,7.75,329
2124162,$99 ,$20 ,4,37,0.47,130
2124714,"$1,043 ",$209 ,5,152,2.1,52
2125267,$626 ,$125 ,3,66,0.93,236
2125819,$285 ,$57 ,7,28,0.37,360
2126371,$749 ,$150 ,2,233,3.01,166
2126923,$228 ,$46 ,2,30,0.42,279
2127476,"$1,132 ",$226 ,30,0,,156
2128028,"$1,013 ",$203 ,3,2,0.06,300
2128580,"$1,105 ",$221 ,3,26,0.34,350
2129133,$860 ,$172 ,3,24,0.31,212
2129685,$588 ,$118 ,2,157,2.03,422
2130237,$775 ,$155 ,3,4,0.06,382
2130790,$568 ,$114 ,3,136,1.8,304
2131342,$873 ,$175 ,3,5,0.08,328
2131894,$561 ,$112 ,1,3,0.04,160
2132446,"$1,039 ",$208 ,3,48,0.66,293
2132999,"$1,051 ",$210 ,1,103,1.6,25
2133551,$808 ,$162 ,7,73,0.94,262
2134103,$989 ,$198 ,2,163,2.13,147
2134656,$284 ,$57 ,2,153,2.17,139
2135208,"$1,076 ",$215 ,2,287,3.69,347
2135760,$436 ,$87 ,6,1,0.03,354
2136313,$207 ,$41 ,7,28,0.39,186
2136865,$608 ,$122 ,1,120,1.89,117
2137417,$727 ,$145 ,3,68,0.89,276
2137969,$939 ,$188 ,4,22,0.3,222
2138522,$826 ,$165 ,28,28,0.41,383
2139074,"$1,144 ",$229 ,6,22,0.28,139
2139626,$726 ,$145 ,1,78,1.02,13
2140179,$636 ,$127 ,5,69,0.91,108
2140731,$634 ,$127 ,5,91,1.18,53
2141283,$850 ,$170 ,29,12,0.17,421
2141836,$617 ,$123 ,3,25,0.33,28
2142388,$135 ,$27 ,30,4,0.07,192
2142940,$540 ,$108 ,7,92,1.23,366
2143492,$393 ,$79 ,7,13,0.17,114
2144045,$297 ,$59 ,1,30,0.39,286
2144597,$61 ,$12 ,2,38,0.5,226
2145149,$861 ,$172 ,1,75,1,131
2145702,$373 ,$75 ,3,20,0.26,255
2146254,$376 ,$75 ,3,13,0.66,240
2146806,$338 ,$68 ,5,0,,134
2147359,$104 ,$21 ,30,116,1.93,229
2147911,$51 ,$10 ,20,35,0.45,341
2148463,$811 ,$162 ,29,55,0.72,148
2149015,$727 ,$145 ,2,100,1.31,283
2149568,$273 ,$55 ,14,17,0.23,282
2150120,$710 ,$142 ,2,20,0.26,41
2150672,$51 ,$10 ,1,94,1.22,174
2151225,$219 ,$44 ,30,81,1.05,224
2151777,"$1,007 ",$201 ,1,32,0.43,111
2152329,$509 ,$102 ,7,15,0.23,23
2152882,$181 ,$36 ,5,39,0.52,14
2153434,$833 ,$167 ,2,42,0.72,245
2153986,$651 ,$130 ,3,209,2.7,200
2154538,$768 ,$154 ,1,67,0.87,235
2155091,$747 ,$149 ,4,45,0.59,94
2155643,$179 ,$36 ,3,1,0.05,82
2156195,$690 ,$138 ,5,117,1.61,4
2156748,$393 ,$79 ,14,14,0.18,227
2157300,$560 ,$112 ,1,414,5.39,240
2157852,$540 ,$108 ,20,11,0.16,282
2158405,$816 ,$163 ,40,16,0.21,279
2158957,$382 ,$76 ,30,30,0.39,97
2159509,$913 ,$183 ,2,74,0.96,176
2160061,$552 ,$110 ,3,73,0.94,414
2160614,$162 ,$32 ,7,50,0.66,196
2161166,$137 ,$27 ,2,56,0.73,215
2161718,$625 ,$125 ,5,7,0.09,425
2162271,$345 ,$69 ,7,13,0.17,184
2162823,"$1,043 ",$209 ,2,236,3.08,309
2163375,$749 ,$150 ,1,129,1.76,72
2163928,$145 ,$29 ,5,114,1.49,88
2164480,$126 ,$25 ,3,67,0.91,64
2165032,$102 ,$20 ,7,5,0.09,90
2165584,$338 ,$68 ,59,51,0.66,9
2166137,$434 ,$87 ,6,15,0.21,182
2166689,$863 ,$173 ,10,10,0.13,243
2167241,$342 ,$68 ,1,21,0.3,61
2167794,$599 ,$120 ,2,324,4.3,357
2168346,$141 ,$28 ,28,14,0.69,413
2168898,"$1,040 ",$208 ,3,51,0.7,198
2169451,$619 ,$124 ,2,35,0.46,366
2170003,"$1,005 ",$201 ,2,11,0.14,171
2170555,$201 ,$40 ,2,53,0.7,82
2171107,$763 ,$153 ,3,159,2.09,129
2171660,$345 ,$69 ,2,7,0.09,17
2172212,$112 ,$22 ,30,48,0.63,366
2172764,"$1,034 ",$207 ,3,158,2.08,58
2173317,$369 ,$74 ,185,0,,389
2173869,$978 ,$196 ,4,65,0.85,384
2174421,$72 ,$14 ,1,18,0.32,289
2174974,$552 ,$110 ,5,395,5.16,400
2175526,$532 ,$106 ,1,11,0.19,212
2176078,$386 ,$77 ,4,33,0.46,134
2176630,$571 ,$114 ,10,35,0.46,296
2177183,$464 ,$93 ,2,61,0.8,59
2177735,$637 ,$127 ,3,10,0.3,337
2178287,$342 ,$68 ,2,260,3.44,153
2178840,$887 ,$177 ,2,183,2.45,409
2179392,$58 ,$12 ,2,54,0.72,390
2179944,$624 ,$125 ,3,37,0.48,405
2180497,$175 ,$35 ,4,1,0.01,247
2181049,$606 ,$121 ,1,0,,262
2181601,$167 ,$33 ,9,3,0.04,357
2182153,"$1,065 ",$213 ,30,190,2.63,360
2182706,$308 ,$62 ,30,25,0.36,368
2183258,"$1,038 ",$208 ,180,0,,21
2183810,$976 ,$195 ,3,,3.68,287
2184363,"$1,170 ",$234 ,4,70,1.64,51
2184915,$110 ,$22 ,5,12,0.17,84
